city,time,temperature,apparent temperature,relative humidity,precipitation,dewpoint,freeing level,pressure
Barcelona,2021-11-10T04:00,20.5,22.5,85,0.01,18.1,2730,1019.8
Barcelona,2021-11-10T05:00,19.6,21.3,86,0.0,17.4,2754,1019.8
Barcelona,2021-11-10T06:00,18.5,19.8,88,0.0,16.6,2776,1019.8
Barcelona,2021-11-10T07:00,17.9,18.9,87,0.0,15.8,2814,1019.8
Barcelona,2021-11-10T08:00,18.8,19.9,82,0.0,15.9,2858,1020.3
Barcelona,2021-11-10T09:00,20.5,21.7,76,0.0,16.3,2910,1020.3
Barcelona,2021-11-10T10:00,22.9,24.4,68,0.0,17.0,2950,1020.8
Barcelona,2021-11-10T11:00,24.5,26.4,63,0.0,17.5,2940,1020.8
Barcelona,2021-11-10T12:00,26.1,28.1,60,0.0,18.1,2906,1020.3
Barcelona,2021-11-10T13:00,27.6,29.3,57,0.0,18.8,2862,1020.3
Barcelona,2021-11-10T14:00,27.9,29.4,57,0.0,19.1,2844,1019.8
Barcelona,2021-11-10T15:00,27.8,29.1,58,0.0,19.3,2828,1019.8
Barcelona,2021-11-10T16:00,27.2,28.6,61,0.0,19.5,2808,1019.3
Barcelona,2021-11-10T17:00,26.4,28.1,66,0.0,19.7,2792,1019.3
Barcelona,2021-11-10T18:00,25.2,27.5,72,0.0,20.0,2776,1019.8
Barcelona,2021-11-10T19:00,23.8,26.6,79,0.0,20.1,2764,1019.8
Barcelona,2021-11-10T20:00,23.1,26.1,82,0.14,20.0,2762,1019.8
Barcelona,2021-11-10T21:00,22.5,25.6,84,0.14,19.9,2766,1020.3
Barcelona,2021-11-10T22:00,22.0,25.0,86,0.14,19.7,2774,1020.3
Barcelona,2021-11-10T23:00,21.8,24.7,87,1.23,19.7,2772,1020.3
Lamezia Terme,2021-11-04T00:00,19.1,18.1,78,0.0,15.6,3608,1012.3
Lamezia Terme,2021-11-04T01:00,19.7,18.6,74,0.0,15.1,3630,1012.3
Lamezia Terme,2021-11-04T02:00,19.8,18.9,74,0.0,15.2,3618,1012.3
Lamezia Terme,2021-11-04T03:00,19.8,19.2,77,0.0,16.0,3566,1012.3
Lamezia Terme,2021-11-04T04:00,19.7,19.2,79,0.0,16.2,3520,1012.3
Lamezia Terme,2021-11-04T05:00,19.7,19.1,79,0.0,16.2,3488,1011.8
Lamezia Terme,2021-11-04T06:00,19.6,19.2,83,0.0,16.8,3466,1011.8
Lamezia Terme,2021-11-04T07:00,19.8,19.3,75,0.0,15.4,3516,1012.8
Lamezia Terme,2021-11-04T08:00,20.6,20.6,74,0.0,16.1,3602,1013.3
Lamezia Terme,2021-11-04T09:00,21.7,22.3,77,0.0,17.8,3606,1013.3
Lamezia Terme,2021-11-04T10:00,22.6,23.1,76,0.0,18.4,3608,1013.8
Lamezia Terme,2021-11-04T11:00,23.0,23.7,75,0.0,18.8,3592,1013.8
Lamezia Terme,2021-11-04T12:00,23.2,24.2,78,0.0,19.5,3578,1013.3
Lamezia Terme,2021-11-04T13:00,22.9,23.8,79,0.0,19.3,3596,1012.8
Lamezia Terme,2021-11-04T14:00,22.7,23.3,79,0.0,19.1,3616,1012.3
Lamezia Terme,2021-11-04T15:00,22.2,22.8,80,0.0,18.9,3622,1012.3
Lamezia Terme,2021-11-04T16:00,21.5,21.9,81,0.0,18.4,3626,1011.8
Lamezia Terme,2021-11-04T17:00,20.6,20.5,83,0.0,18.0,3694,1011.8
Lamezia Terme,2021-11-04T18:00,20.5,20.0,82,0.0,17.6,3668,1012.3
Lamezia Terme,2021-11-04T19:00,20.4,20.0,81,0.0,17.4,3648,1012.8
Lamezia Terme,2021-11-04T20:00,20.2,20.0,81,0.0,17.2,3648,1012.8
Lamezia Terme,2021-11-04T21:00,20.1,19.7,79,0.0,16.7,3654,1012.3
Lamezia Terme,2021-11-04T22:00,20.2,19.5,76,0.0,16.3,3640,1012.3
Lamezia Terme,2021-11-04T23:00,20.2,19.3,76,0.0,16.2,3646,1012.3
Lamezia Terme,2021-11-05T00:00,20.0,19.1,77,0.0,16.3,3630,1012.3
Lamezia Terme,2021-11-05T01:00,19.9,19.3,80,0.0,16.8,3650,1012.8
Lamezia Terme,2021-11-05T02:00,19.5,19.3,81,0.0,16.5,3638,1012.8
Lamezia Terme,2021-11-05T03:00,19.2,19.2,79,0.0,15.9,3698,1012.3
Lamezia Terme,2021-11-05T04:00,18.8,19.1,82,0.0,15.9,3716,1012.3
Lamezia Terme,2021-11-05T05:00,18.4,18.8,83,0.0,15.7,3660,1012.8
Lamezia Terme,2021-11-05T06:00,18.0,18.1,81,0.0,14.9,3624,1012.8
Lamezia Terme,2021-11-05T07:00,18.2,17.9,75,0.0,13.9,3570,1013.3
Lamezia Terme,2021-11-05T08:00,19.7,19.3,70,0.0,14.4,3580,1013.3
Lamezia Terme,2021-11-05T09:00,20.8,20.2,73,0.0,16.0,3582,1013.8
Lamezia Terme,2021-11-05T10:00,21.4,20.8,70,0.0,16.2,3550,1013.8
Lamezia Terme,2021-11-05T11:00,21.8,21.5,69,0.0,16.4,3538,1014.4
Lamezia Terme,2021-11-05T12:00,22.5,21.4,59,0.09,14.7,3544,1013.3
Lamezia Terme,2021-11-05T13:00,22.2,21.0,63,0.01,15.1,3558,1012.8
Lamezia Terme,2021-11-05T14:00,21.7,20.1,63,0.0,14.8,3594,1012.3
Lamezia Terme,2021-11-05T15:00,21.3,19.4,63,0.0,14.4,3724,1012.3
Lamezia Terme,2021-11-05T16:00,20.7,19.1,73,0.0,16.0,3756,1012.3
Lamezia Terme,2021-11-05T17:00,20.1,19.2,83,0.0,17.5,3734,1012.8
Lamezia Terme,2021-11-05T18:00,20.1,20.0,82,0.0,17.2,3736,1013.8
Lamezia Terme,2021-11-05T19:00,19.9,20.4,82,0.0,17.1,3702,1014.4
Lamezia Terme,2021-11-05T20:00,19.6,20.3,82,0.0,16.8,3684,1014.9
Lamezia Terme,2021-11-05T21:00,19.3,20.6,83,0.0,16.6,3648,1014.9
Lamezia Terme,2021-11-05T22:00,18.5,20.1,88,0.04,16.8,3534,1015.9
Lamezia Terme,2021-11-05T23:00,18.3,19.7,88,0.05,16.8,3458,1015.9
Lamezia Terme,2021-11-06T00:00,18.7,20.4,85,0.0,16.6,3536,1016.9
Lamezia Terme,2021-11-06T01:00,18.7,19.9,81,0.0,16.1,3520,1016.9
Lamezia Terme,2021-11-06T02:00,18.9,18.9,72,0.0,14.4,3538,1016.4
Lamezia Terme,2021-11-06T03:00,19.5,18.4,61,0.0,12.3,3522,1015.9
Lamezia Terme,2021-11-06T04:00,20.1,18.9,63,0.14,13.3,3476,1016.4
Lamezia Terme,2021-11-06T05:00,20.2,19.0,58,0.01,12.1,3512,1016.4
Lamezia Terme,2021-11-06T06:00,19.9,19.0,59,0.0,12.1,3488,1017.4
Lamezia Terme,2021-11-06T07:00,19.3,18.9,64,0.0,12.4,3508,1017.9
Lamezia Terme,2021-11-06T08:00,19.5,19.7,74,0.0,14.9,3562,1018.4
Lamezia Terme,2021-11-06T09:00,20.1,21.3,82,0.0,17.1,3554,1019.4
Lamezia Terme,2021-11-06T10:00,20.9,21.0,77,0.0,17.2,3546,1018.4
Lamezia Terme,2021-11-06T11:00,22.0,21.9,71,0.0,17.0,3662,1018.4
Lamezia Terme,2021-11-06T12:00,21.1,20.8,79,0.0,17.8,3636,1018.4
Lamezia Terme,2021-11-06T13:00,21.1,21.2,80,0.0,18.0,3606,1017.9
Lamezia Terme,2021-11-06T14:00,20.7,19.9,82,0.0,17.9,3540,1017.4
Lamezia Terme,2021-11-06T15:00,20.6,20.2,82,0.01,17.8,3554,1017.9
Lamezia Terme,2021-11-06T16:00,20.3,19.6,84,0.0,17.8,3626,1017.4
Lamezia Terme,2021-11-06T17:00,19.9,19.1,85,0.0,17.5,3634,1017.9
Lamezia Terme,2021-11-06T18:00,19.8,18.7,84,0.0,17.3,3602,1017.9
Lamezia Terme,2021-11-06T19:00,19.7,18.4,83,0.08,17.0,3628,1017.9
Lamezia Terme,2021-11-06T20:00,19.6,18.3,82,0.0,16.7,3640,1017.9
Lamezia Terme,2021-11-06T21:00,19.4,18.0,81,0.22,16.4,3654,1017.9
Lamezia Terme,2021-11-06T22:00,19.5,18.0,78,0.02,15.9,3690,1017.9
Lamezia Terme,2021-11-06T23:00,19.5,17.9,77,0.0,15.7,3704,1017.9
Lamezia Terme,2021-11-07T00:00,19.6,18.0,75,0.0,15.5,3706,1017.4
Lamezia Terme,2021-11-07T01:00,19.3,17.8,77,0.0,15.5,3690,1017.4
Lamezia Terme,2021-11-07T02:00,19.3,17.8,76,0.0,15.4,3716,1016.9
Lamezia Terme,2021-11-07T03:00,19.5,17.7,73,0.0,14.8,3710,1016.9
Lamezia Terme,2021-11-07T04:00,19.4,17.7,72,0.0,14.6,3714,1016.4
Lamezia Terme,2021-11-07T05:00,19.2,17.5,71,0.0,14.1,3720,1016.9
Lamezia Terme,2021-11-07T06:00,19.1,17.0,68,0.0,13.4,3752,1016.9
Lamezia Terme,2021-11-07T07:00,19.3,17.0,66,0.0,13.0,3774,1016.9
Lamezia Terme,2021-11-07T08:00,19.8,17.8,66,0.0,13.6,3790,1017.4
Lamezia Terme,2021-11-07T09:00,20.6,18.8,68,0.0,14.9,3790,1017.4
Lamezia Terme,2021-11-07T10:00,21.1,19.4,70,0.0,15.8,3790,1017.4
Lamezia Terme,2021-11-07T11:00,21.8,20.0,67,0.0,15.9,3788,1017.4
Lamezia Terme,2021-11-07T12:00,21.9,20.0,67,0.0,16.0,3800,1016.9
Lamezia Terme,2021-11-07T13:00,21.8,20.0,68,0.0,15.9,3790,1016.4
Lamezia Terme,2021-11-07T14:00,21.5,19.7,69,0.0,15.9,3784,1016.4
Lamezia Terme,2021-11-07T15:00,20.9,19.3,71,0.0,15.9,3774,1016.4
Lamezia Terme,2021-11-07T16:00,20.3,18.7,74,0.0,15.8,3758,1016.4
Lamezia Terme,2021-11-07T17:00,20.0,18.4,75,0.0,15.7,3744,1016.4
Lamezia Terme,2021-11-07T18:00,19.7,18.1,75,0.0,15.6,3726,1016.4
Lamezia Terme,2021-11-07T19:00,19.5,17.9,76,0.0,15.4,3698,1016.9
Lamezia Terme,2021-11-07T20:00,19.5,17.8,75,0.0,15.3,3680,1016.9
Lamezia Terme,2021-11-07T21:00,19.5,17.9,75,0.0,15.2,3658,1017.4
Lamezia Terme,2021-11-07T22:00,19.5,18.1,74,0.0,15.1,3624,1017.4
Lamezia Terme,2021-11-07T23:00,19.6,18.2,74,0.03,15.1,3584,1017.4
Lamezia Terme,2021-11-08T00:00,19.7,18.4,73,0.03,15.1,3538,1016.9
Lamezia Terme,2021-11-08T01:00,19.8,18.5,72,0.03,15.0,3486,1016.4
Lamezia Terme,2021-11-08T02:00,19.8,18.5,72,0.02,15.0,3464,1016.4
Lamezia Terme,2021-11-08T03:00,19.7,18.5,72,0.02,14.9,3452,1016.4
Lamezia Terme,2021-11-08T04:00,19.6,18.3,73,0.02,14.9,3432,1015.9
Lamezia Terme,2021-11-08T05:00,19.4,18.2,74,0.18,15.0,3402,1015.9
Lamezia Terme,2021-11-08T06:00,19.1,18.0,77,0.18,15.3,3368,1016.4
Lamezia Terme,2021-11-08T07:00,18.9,17.9,79,0.18,15.6,3352,1016.4
Lamezia Terme,2021-11-08T08:00,19.0,18.1,80,0.19,16.0,3392,1016.9
Lamezia Terme,2021-11-08T09:00,19.4,18.5,81,0.19,16.4,3458,1017.4
Lamezia Terme,2021-11-08T10:00,19.6,18.8,81,0.19,16.7,3496,1017.9
Lamezia Terme,2021-11-08T11:00,19.5,18.7,83,0.42,16.9,3436,1017.4
Lamezia Terme,2021-11-08T12:00,19.3,18.4,84,0.42,16.9,3334,1016.9
Lamezia Terme,2021-11-08T13:00,19.0,18.0,85,0.42,16.7,3224,1016.4
Lamezia Terme,2021-11-08T14:00,18.7,17.8,83,0.83,16.1,3194,1016.4
Lamezia Terme,2021-11-08T15:00,18.3,17.7,81,0.83,15.3,3186,1016.4
Lamezia Terme,2021-11-08T16:00,18.1,17.6,78,0.83,14.5,3194,1016.9
Lamezia Terme,2021-11-08T17:00,18.1,17.6,76,0.16,14.1,3214,1016.4
Lamezia Terme,2021-11-08T18:00,18.2,17.8,74,0.16,14.0,3246,1016.4
Lamezia Terme,2021-11-08T19:00,18.4,17.9,74,0.16,14.0,3276,1016.4
Lamezia Terme,2021-11-08T20:00,18.4,17.9,75,0.0,14.4,3272,1016.9
Lamezia Terme,2021-11-08T21:00,18.4,17.9,78,0.0,15.0,3256,1017.4
Lamezia Terme,2021-11-08T22:00,18.4,17.8,80,0.0,15.4,3242,1017.4
Lamezia Terme,2021-11-08T23:00,18.4,17.7,79,0.0,15.0,3252,1017.9
Lamezia Terme,2021-11-09T00:00,18.5,17.6,75,0.0,14.4,3270,1017.4
Lamezia Terme,2021-11-09T01:00,18.4,17.3,71,0.0,13.5,3286,1017.9
Lamezia Terme,2021-11-09T02:00,18.4,16.9,68,0.0,12.7,3278,1017.9
Lamezia Terme,2021-11-09T03:00,18.2,16.5,65,0.0,12.0,3260,1017.9
Lamezia Terme,2021-11-09T04:00,18.1,16.1,63,0.0,11.2,3252,1018.4
Lamezia Terme,2021-11-09T05:00,18.0,15.9,63,0.0,11.1,3276,1018.9
Lamezia Terme,2021-11-09T06:00,18.0,15.9,64,0.0,11.3,3316,1019.4
Lamezia Terme,2021-11-09T07:00,17.9,15.8,65,0.0,11.5,3356,1019.4
Lamezia Terme,2021-11-09T08:00,19.8,18.9,57,0.0,11.2,3398,1024.2
Lamezia Terme,2021-11-09T09:00,20.6,20.5,62,0.0,13.3,3400,1024.8
Lamezia Terme,2021-11-09T10:00,21.5,22.3,68,0.0,15.5,3398,1025.3
Lamezia Terme,2021-11-09T11:00,22.1,23.0,68,0.0,16.1,3390,1025.3
Lamezia Terme,2021-11-09T12:00,22.7,23.4,65,0.0,16.1,3380,1025.3
Lamezia Terme,2021-11-09T13:00,22.9,23.6,64,0.0,16.0,3384,1024.8
Lamezia Terme,2021-11-09T14:00,22.5,23.4,67,0.0,16.3,3412,1024.8
Lamezia Terme,2021-11-09T15:00,21.8,22.9,72,0.0,16.6,3452,1025.3
Lamezia Terme,2021-11-09T16:00,20.7,21.8,76,0.0,16.4,3500,1025.3
Lamezia Terme,2021-11-09T17:00,19.9,20.7,74,0.0,15.3,3516,1025.9
Lamezia Terme,2021-11-09T18:00,19.1,19.2,71,0.0,13.8,3524,1025.9
Lamezia Terme,2021-11-09T19:00,18.3,17.8,66,0.0,12.0,3534,1026.4
Lamezia Terme,2021-11-09T20:00,18.1,17.3,63,0.0,11.3,3548,1026.4
Lamezia Terme,2021-11-09T21:00,18.2,17.3,61,0.0,10.9,3564,1027.0
Lamezia Terme,2021-11-09T22:00,18.5,17.3,59,0.0,10.6,3576,1027.0
Lamezia Terme,2021-11-09T23:00,18.7,17.5,58,0.0,10.6,3574,1027.0
Lamezia Terme,2021-11-10T00:00,19.1,17.8,57,0.0,10.7,3564,1026.4
Lamezia Terme,2021-11-10T01:00,19.3,18.0,58,0.0,11.1,3558,1026.4
Lamezia Terme,2021-11-10T02:00,19.0,18.0,61,0.0,11.5,3562,1026.4
Lamezia Terme,2021-11-10T03:00,18.5,17.8,66,0.0,12.0,3570,1026.4
Lamezia Terme,2021-11-10T04:00,17.8,17.4,71,0.0,12.6,3582,1026.4
Lamezia Terme,2021-11-10T05:00,17.2,16.8,74,0.0,12.7,3592,1026.4
Lamezia Terme,2021-11-10T06:00,16.5,16.2,78,0.0,12.7,3600,1027.0
Lamezia Terme,2021-11-10T07:00,16.4,16.0,80,0.0,13.0,3604,1027.5
Lamezia Terme,2021-11-10T08:00,17.4,17.0,78,0.0,13.6,3596,1027.5
Lamezia Terme,2021-11-10T09:00,19.0,18.6,74,0.0,14.3,3582,1028.0
Lamezia Terme,2021-11-10T10:00,20.7,20.2,70,0.0,15.2,3562,1028.6
Lamezia Terme,2021-11-10T11:00,21.1,20.7,69,0.0,15.5,3546,1028.0
Lamezia Terme,2021-11-10T12:00,21.1,20.8,70,0.0,15.6,3530,1028.0
Lamezia Terme,2021-11-10T13:00,20.9,20.7,72,0.0,15.7,3508,1027.5
Lamezia Terme,2021-11-10T14:00,20.5,20.6,75,0.3,16.0,3482,1027.5
Lamezia Terme,2021-11-10T15:00,19.9,20.5,79,0.3,16.3,3454,1027.5
Lamezia Terme,2021-11-10T16:00,19.1,20.0,84,0.3,16.4,3434,1027.0
Lamezia Terme,2021-11-10T17:00,18.5,19.3,85,0.0,16.0,3444,1027.0
Lamezia Terme,2021-11-10T18:00,17.8,18.5,85,0.0,15.5,3470,1027.0
Lamezia Terme,2021-11-10T19:00,17.2,17.6,85,0.0,14.8,3496,1026.4
Lamezia Terme,2021-11-10T20:00,17.0,17.3,85,0.0,14.5,3494,1026.4
Lamezia Terme,2021-11-10T21:00,17.0,17.1,84,0.0,14.2,3484,1026.4
Lamezia Terme,2021-11-10T22:00,16.9,17.0,82,0.0,13.9,3472,1025.9
Lamezia Terme,2021-11-10T23:00,16.8,16.8,81,0.03,13.7,3472,1025.9
Florence,2021-11-04T00:00,14.7,14.5,90,0.21,13.1,2520,1000.5
Florence,2021-11-04T01:00,13.8,13.1,88,0.19,11.8,2372,1001.0
Florence,2021-11-04T02:00,13.4,12.2,87,0.15,11.3,2270,1001.0
Florence,2021-11-04T03:00,13.2,11.5,83,0.03,10.4,2136,1001.5
Florence,2021-11-04T04:00,13.4,11.4,78,0.0,9.6,2045,1002.0
Florence,2021-11-04T05:00,12.7,10.3,72,0.0,7.9,1933,1002.5
Florence,2021-11-04T06:00,12.2,10.1,72,0.0,7.3,1946,1003.5
Florence,2021-11-04T07:00,11.5,9.4,71,0.0,6.5,1780,1005.1
Florence,2021-11-04T08:00,12.2,10.1,70,0.0,6.9,1812,1006.1
Florence,2021-11-04T09:00,13.6,11.7,66,0.0,7.4,1827,1007.6
Florence,2021-11-04T10:00,15.2,12.9,58,0.0,7.1,1839,1008.1
Florence,2021-11-04T11:00,16.4,13.3,51,0.0,6.2,1866,1009.6
Florence,2021-11-04T12:00,16.7,13.2,47,0.0,5.3,1840,1009.1
Florence,2021-11-04T13:00,16.9,13.3,44,0.0,4.7,1872,1009.6
Florence,2021-11-04T14:00,16.7,12.9,48,0.0,5.6,1923,1009.6
Florence,2021-11-04T15:00,16.1,12.6,51,0.0,5.8,1955,1010.1
Florence,2021-11-04T16:00,15.2,12.3,55,0.0,6.3,1957,1010.1
Florence,2021-11-04T17:00,13.7,11.7,62,0.0,6.5,1963,1011.1
Florence,2021-11-04T18:00,12.3,10.7,68,0.0,6.6,1942,1011.6
Florence,2021-11-04T19:00,11.5,10.1,72,0.0,6.7,1933,1012.7
Florence,2021-11-04T20:00,10.3,8.8,79,0.0,6.8,1955,1013.2
Florence,2021-11-04T21:00,9.5,8.0,85,0.0,7.1,1992,1013.7
Florence,2021-11-04T22:00,9.0,7.7,88,0.0,7.1,2010,1013.7
Florence,2021-11-04T23:00,8.5,7.1,90,0.0,6.9,2046,1014.2
Florence,2021-11-05T00:00,8.3,6.9,90,0.0,6.7,2039,1014.2
Florence,2021-11-05T01:00,8.4,7.0,89,0.0,6.6,2032,1014.7
Florence,2021-11-05T02:00,8.4,7.1,88,0.0,6.5,2001,1015.2
Florence,2021-11-05T03:00,8.3,7.0,88,0.0,6.5,1982,1015.2
Florence,2021-11-05T04:00,8.2,7.0,89,0.0,6.5,1973,1014.7
Florence,2021-11-05T05:00,8.2,7.1,88,0.0,6.4,2021,1015.2
Florence,2021-11-05T06:00,7.9,6.6,90,0.0,6.3,2054,1015.2
Florence,2021-11-05T07:00,7.2,5.7,92,0.02,6.1,2078,1015.7
Florence,2021-11-05T08:00,7.9,6.7,90,0.0,6.4,2082,1016.2
Florence,2021-11-05T09:00,10.2,9.2,81,0.0,7.2,2134,1016.2
Florence,2021-11-05T10:00,13.1,12.1,69,0.0,7.6,2124,1016.7
Florence,2021-11-05T11:00,14.6,11.8,59,0.0,6.6,2126,1016.7
Florence,2021-11-05T12:00,14.8,11.1,57,0.0,6.3,2118,1015.7
Florence,2021-11-05T13:00,14.6,10.9,59,0.0,6.6,2126,1015.7
Florence,2021-11-05T14:00,14.3,10.6,59,0.0,6.3,2108,1015.7
Florence,2021-11-05T15:00,13.8,10.1,57,0.05,5.3,2042,1015.7
Florence,2021-11-05T16:00,13.0,9.6,58,0.14,4.9,1997,1015.7
Florence,2021-11-05T17:00,11.8,8.9,66,0.59,5.7,2054,1016.2
Florence,2021-11-05T18:00,11.8,9.5,70,0.26,6.4,2060,1016.2
Florence,2021-11-05T19:00,11.8,9.8,71,0.05,6.7,2074,1016.7
Florence,2021-11-05T20:00,11.9,9.9,71,0.23,6.9,2025,1016.7
Florence,2021-11-05T21:00,11.7,9.6,75,0.28,7.4,2054,1016.2
Florence,2021-11-05T22:00,11.9,9.3,70,0.06,6.7,2182,1016.2
Florence,2021-11-05T23:00,12.0,9.2,71,0.0,6.9,2198,1016.2
Florence,2021-11-06T00:00,12.2,9.1,72,0.0,7.2,2192,1016.2
Florence,2021-11-06T01:00,12.1,8.7,72,0.04,7.2,2192,1016.7
Florence,2021-11-06T02:00,12.0,8.3,70,0.02,6.8,2194,1016.7
Florence,2021-11-06T03:00,11.9,8.2,70,0.0,6.5,2196,1017.2
Florence,2021-11-06T04:00,11.7,8.2,70,0.0,6.4,2196,1017.7
Florence,2021-11-06T05:00,11.6,8.5,71,0.0,6.5,2194,1018.7
Florence,2021-11-06T06:00,11.5,8.4,72,0.0,6.6,2178,1019.2
Florence,2021-11-06T07:00,11.5,8.4,71,0.0,6.4,2172,1019.8
Florence,2021-11-06T08:00,11.7,8.8,71,0.0,6.6,2162,1020.8
Florence,2021-11-06T09:00,12.3,9.1,69,0.0,6.9,2202,1021.8
Florence,2021-11-06T10:00,13.0,9.5,67,0.0,7.1,2202,1021.8
Florence,2021-11-06T11:00,13.3,9.6,66,0.01,7.1,2190,1022.1
Florence,2021-11-06T12:00,13.4,9.5,66,0.05,7.2,2204,1022.1
Florence,2021-11-06T13:00,13.4,9.5,65,0.0,7.2,2200,1021.6
Florence,2021-11-06T14:00,13.4,9.5,65,0.01,7.1,2180,1021.1
Florence,2021-11-06T15:00,13.0,9.1,66,0.0,7.0,2220,1021.1
Florence,2021-11-06T16:00,12.5,8.7,66,0.0,6.6,2158,1021.1
Florence,2021-11-06T17:00,11.9,8.3,67,0.0,6.3,2492,1021.1
Florence,2021-11-06T18:00,11.7,8.1,67,0.0,6.0,2524,1021.6
Florence,2021-11-06T19:00,11.5,8.2,67,0.0,5.8,2560,1021.6
Florence,2021-11-06T20:00,11.4,8.0,67,0.0,5.7,2648,1021.1
Florence,2021-11-06T21:00,11.4,7.9,66,0.0,5.5,2766,1021.1
Florence,2021-11-06T22:00,11.4,7.9,65,0.0,5.2,2792,1021.1
Florence,2021-11-06T23:00,11.3,7.7,65,0.0,5.1,2754,1020.6
Florence,2021-11-07T00:00,11.4,7.4,63,0.0,4.7,2802,1020.0
Florence,2021-11-07T01:00,11.4,7.3,62,0.0,4.5,2730,1020.0
Florence,2021-11-07T02:00,11.4,7.4,62,0.0,4.5,2766,1019.5
Florence,2021-11-07T03:00,11.6,7.4,61,0.0,4.5,2826,1019.0
Florence,2021-11-07T04:00,11.7,7.4,61,0.01,4.6,2902,1018.0
Florence,2021-11-07T05:00,11.4,7.3,66,0.56,5.5,2864,1018.0
Florence,2021-11-07T06:00,11.0,8.4,75,2.44,6.8,2974,1018.0
Florence,2021-11-07T07:00,11.3,9.0,73,1.91,6.9,3008,1018.0
Florence,2021-11-07T08:00,12.0,9.2,69,0.2,6.6,3066,1018.5
Florence,2021-11-07T09:00,12.7,9.8,67,0.01,7.0,3134,1018.0
Florence,2021-11-07T10:00,13.6,11.0,67,0.0,7.8,3064,1018.5
Florence,2021-11-07T11:00,14.8,12.1,63,0.0,8.1,3220,1018.5
Florence,2021-11-07T12:00,15.9,13.2,61,0.0,8.5,3276,1017.5
Florence,2021-11-07T13:00,16.4,13.8,60,0.0,8.8,3294,1017.0
Florence,2021-11-07T14:00,16.2,13.7,61,0.0,8.8,3328,1016.5
Florence,2021-11-07T15:00,15.6,13.1,62,0.0,8.7,3344,1016.5
Florence,2021-11-07T16:00,14.7,12.5,65,0.0,8.5,3340,1016.0
Florence,2021-11-07T17:00,14.1,12.2,68,0.0,8.5,3310,1016.0
Florence,2021-11-07T18:00,13.5,11.9,71,0.0,8.4,3262,1016.5
Florence,2021-11-07T19:00,12.9,11.6,75,0.0,8.4,3208,1016.5
Florence,2021-11-07T20:00,12.7,11.7,76,0.0,8.6,3190,1016.5
Florence,2021-11-07T21:00,12.7,11.9,78,0.0,8.8,3182,1016.5
Florence,2021-11-07T22:00,12.7,12.0,79,0.0,9.1,3170,1016.5
Florence,2021-11-07T23:00,12.6,11.9,80,0.0,9.1,3150,1016.5
Florence,2021-11-08T00:00,12.4,11.7,81,0.0,9.1,3126,1016.5
Florence,2021-11-08T01:00,12.2,11.4,82,0.0,9.0,3112,1016.5
Florence,2021-11-08T02:00,12.0,11.2,83,0.0,9.0,3128,1016.5
Florence,2021-11-08T03:00,11.7,10.9,84,0.0,9.0,3162,1016.5
Florence,2021-11-08T04:00,11.5,10.6,85,0.0,8.9,3190,1016.0
Florence,2021-11-08T05:00,11.2,10.3,85,0.0,8.7,3182,1016.0
Florence,2021-11-08T06:00,10.9,9.9,85,0.0,8.4,3160,1016.0
Florence,2021-11-08T07:00,11.2,10.2,83,0.0,8.3,3134,1016.0
Florence,2021-11-08T08:00,12.2,11.3,79,0.0,8.5,3132,1016.5
Florence,2021-11-08T09:00,13.7,12.9,74,0.0,8.9,3136,1016.5
Florence,2021-11-08T10:00,15.6,15.0,67,0.0,9.6,3126,1017.0
Florence,2021-11-08T11:00,17.0,16.7,64,0.0,10.3,3090,1016.5
Florence,2021-11-08T12:00,18.5,18.3,61,0.0,11.0,3042,1016.0
Florence,2021-11-08T13:00,19.7,19.5,59,0.0,11.7,2990,1015.0
Florence,2021-11-08T14:00,19.7,19.3,59,0.0,11.7,2980,1015.0
Florence,2021-11-08T15:00,19.2,18.6,60,0.0,11.5,2982,1014.5
Florence,2021-11-08T16:00,18.3,17.4,61,0.0,11.0,2988,1014.0
Florence,2021-11-08T17:00,17.6,16.4,62,0.0,10.4,2990,1014.5
Florence,2021-11-08T18:00,16.8,15.4,62,0.0,9.6,2990,1015.0
Florence,2021-11-08T19:00,15.9,14.3,63,0.0,8.9,2994,1016.0
Florence,2021-11-08T20:00,15.4,14.0,64,0.09,8.9,3004,1016.5
Florence,2021-11-08T21:00,15.1,13.9,66,0.09,9.1,3016,1017.0
Florence,2021-11-08T22:00,14.8,13.8,69,0.09,9.4,3012,1017.5
Florence,2021-11-08T23:00,14.5,13.8,72,0.75,9.7,2982,1018.0
Florence,2021-11-09T00:00,14.3,13.7,74,0.75,9.9,2936,1018.0
Florence,2021-11-09T01:00,14.0,13.7,77,0.75,10.2,2876,1018.5
Florence,2021-11-09T02:00,13.8,13.5,79,0.0,10.3,2836,1018.5
Florence,2021-11-09T03:00,13.6,13.3,80,0.0,10.3,2798,1019.0
Florence,2021-11-09T04:00,13.5,13.1,81,0.0,10.4,2756,1019.0
Florence,2021-11-09T05:00,13.6,13.0,82,0.0,10.5,2736,1019.5
Florence,2021-11-09T06:00,13.8,13.0,81,0.0,10.6,2722,1020.0
Florence,2021-11-09T07:00,14.0,13.0,81,0.0,10.8,2712,1021.1
Florence,2021-11-09T08:00,12.8,11.7,79,0.0,9.2,3198,1022.3
Florence,2021-11-09T09:00,14.4,13.2,73,0.0,9.6,3208,1022.8
Florence,2021-11-09T10:00,16.2,15.0,67,0.0,10.1,3212,1023.3
